App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genre_1,Genre_2,Last Updated,Current Ver,Android Ver
1111,Real Estate by Movoto,LIFESTYLE,4,3114,13000000,100000,True,0.0,Everyone,Lifestyle,nan,2018-02-20,6.1,4.0.3
1112,Etta Homes,LIFESTYLE,4,220,15000000,50000,True,0.0,Everyone,Lifestyle,nan,2018-07-26,9.1.0,5.0
1113,Houlihan Lawrence,LIFESTYLE,4,33,23000000,5000,True,0.0,Everyone,Lifestyle,nan,2017-12-10,3.9.5,4.2
1114,Home Scouting® MLS Mobile,LIFESTYLE,4,1533,7700000,100000,True,0.0,Everyone,Lifestyle,nan,2016-09-27,2.2.6,2.2
1115,ZipRealty Real Estate & Homes,LIFESTYLE,4,3937,15000000,100000,True,0.0,Everyone,Lifestyle,nan,2018-07-27,8.3.3,4.4
1116,Sotheby's International Realty,LIFESTYLE,4,894,25000000,50000,True,0.0,Everyone,Lifestyle,nan,2018-09-04,5.600.42,4.0.3
1117,Neighborhoods & Apartments,LIFESTYLE,3,2042,3000000,100000,True,0.0,Everyone,Lifestyle,nan,2015-08-28,3.1.6,4.0
1118,Keller Williams Real Estate,LIFESTYLE,4,13213,22000000,1000000,True,0.0,Everyone,Lifestyle,nan,2018-03-28,5.800.04,4.0.3
1119,Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4,10097,7500000,500000,True,0.0,Everyone,Lifestyle,nan,2018-04-26,1.2,4.0
1120,Nature Sounds,LIFESTYLE,4,28588,24000000,1000000,True,0.0,Everyone,Lifestyle,nan,2018-01-03,3.1.8,4.0.3
1121,White Noise Baby,LIFESTYLE,4,10544,44000000,1000000,True,0.0,Everyone,Lifestyle,nan,2018-06-18,5.3,4.1
1122,7 Day Food Journal Challenge,LIFESTYLE,4,3346,14000000,100000,True,0.0,Teen,Lifestyle,nan,2017-08-03,3.6.3,4.0.3
1123,ROBLOX,GAME,4,4447388,67000000,100000000,True,0.0,Everyone 10+,Adventure,Action & Adventure,2018-07-31,2.347.225742,4.1
1124,Subway Surfers,GAME,4,27722264,76000000,1000000000,True,0.0,Everyone 10+,Arcade,nan,2018-12-07,1.90.0,4.1
1125,Candy Crush Saga,GAME,4,22426677,74000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-07,1.129.0.2,4.1
1126,Solitaire,GAME,4,254258,23000000,10000000,True,0.0,Everyone,Card,nan,2018-01-08,2.137.0,4.1
1127,Bubble Shooter,GAME,4,148897,46000000,10000000,True,0.0,Everyone,Casual,nan,2018-07-17,1.20.1,4.0.3
1128,Hello Kitty Nail Salon,GAME,4,369203,24000000,50000000,True,0.0,Everyone,Casual,Pretend Play,2018-04-17,1.5,4.1
1129,Clash Royale,GAME,4,23133508,97000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-27,2.3.2,4.1
1130,Temple Run 2,GAME,4,8118609,62000000,500000000,True,0.0,Everyone,Action,nan,2018-05-07,1.49.1,4.0
1131,Pou,GAME,4,10485308,24000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-25,1.4.77,4.0
1132,Helix Jump,GAME,4,1497361,33000000,100000000,True,0.0,Everyone,Action,nan,2018-09-04,1.0.6,4.1
1133,Block Puzzle,GAME,4,59800,7800000,5000000,True,0.0,Everyone,Puzzle,nan,2018-06-03,2.9,2.3
1134,Angry Birds Rio,GAME,4,2610526,46000000,100000000,True,0.0,Everyone,Arcade,nan,2018-03-07,2.6.9,4.1
1135,Plants vs. Zombies FREE,GAME,4,4066989,69000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-07,2.2.00,4.1
1136,Sonic Dash,GAME,4,3778921,75000000,100000000,True,0.0,Everyone,Arcade,nan,2018-07-26,3.8.5.Go,4.1
1137,Candy Crush Soda Saga,GAME,4,6198563,67000000,100000000,True,0.0,Everyone,Casual,nan,2018-10-07,1.118.4,4.1
1138,Zombie Hunter King,GAME,4,10306,50000000,1000000,True,0.0,Mature 17+,Action,nan,2018-01-08,1.0.8,2.3
1139,Clash of Clans,GAME,4,44891723,98000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-07-15,10.322.16,4.1
1140,Block Puzzle Classic Legend !,GAME,4,17039,4900000,5000000,True,0.0,Everyone,Puzzle,nan,2018-04-13,2.9,2.3.3
1141,PAC-MAN,GAME,4,685981,37000000,100000000,True,0.0,Everyone,Arcade,nan,2018-05-15,6.6.3,4.1
1142,Super Jim Jump - pixel 3d,GAME,4,10393,18000000,1000000,True,0.0,Everyone,Arcade,nan,2018-11-07,2.2.3181,4.0
1143,8 Ball Pool,GAME,4,14198297,52000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-31,4.0.0,4.0.3
1144,Bubble Witch 3 Saga,GAME,4,1732263,78000000,50000000,True,0.0,Everyone,Puzzle,nan,2018-07-17,4.8.4,3.0
1145,Word Search,GAME,4,295241,3900000,10000000,True,0.0,Everyone,Word,nan,2018-06-06,1.1.3,3.0
1146,Granny,GAME,4,1135631,59000000,50000000,True,0.0,Teen,Arcade,nan,2018-05-29,1.4.0.1,4.0
1147,Angry Birds Classic,GAME,4,5566669,97000000,100000000,True,0.0,Everyone,Arcade,nan,2018-05-24,7.9.3,4.1
1148,Flow Free,GAME,4,1295557,11000000,100000000,True,0.0,Everyone,Puzzle,nan,2018-11-04,4.0,4.1
1149,Race the Traffic Moto,GAME,3,270687,38000000,10000000,True,0.0,Teen,Racing,nan,2018-07-20,1.0.16,4.0.3
1150,Barbie™ Fashion Closet,GAME,4,68057,85000000,10000000,True,0.0,Everyone,Casual,Creativity,2018-07-30,1.3.7,4.1
1151,Candy Crush Jelly Saga,GAME,4,1300490,78000000,50000000,True,0.0,Everyone,Puzzle,nan,2018-07-20,2.1.10,4.0
1152,Hill Climb Racing,GAME,4,8923587,63000000,100000000,True,0.0,Everyone,Racing,nan,2018-02-07,1.37.2,4.2
1153,Marble - Temple Quest,GAME,4,42053,24000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-06-21,4.9,4.0.3
1154,Shooting King,GAME,4,257724,69000000,10000000,True,0.0,Everyone 10+,Sports,nan,2018-05-25,1.4.2,4.0.3
1155,Zombie Catchers,GAME,4,990491,75000000,10000000,True,0.0,Everyone,Action,nan,2018-05-24,1.0.27,4.1
1156,Farm Heroes Saga,GAME,4,7614130,70000000,100000000,True,0.0,Everyone,Casual,nan,2018-07-26,5.1.8,2.3
1157,Geometry Dash World,GAME,4,760628,63000000,10000000,True,0.0,Everyone,Arcade,nan,2017-12-22,1.03,4.0
1158,My Talking Angela,GAME,4,9881829,99000000,100000000,True,0.0,Everyone,Casual,nan,2018-03-07,3.7.2.51,4.1
1159,Cut the Rope FULL FREE,GAME,4,2123381,49000000,100000000,True,0.0,Everyone,Puzzle,nan,2018-05-07,3.7.2,4.1
1160,Subway Surfers,GAME,4,27723193,76000000,1000000000,True,0.0,Everyone 10+,Arcade,nan,2018-12-07,1.90.0,4.1
1161,ROBLOX,GAME,4,4447346,67000000,100000000,True,0.0,Everyone 10+,Adventure,Action & Adventure,2018-07-31,2.347.225742,4.1
1162,Pou,GAME,4,10485334,24000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-25,1.4.77,4.0
1163,8 Ball Pool,GAME,4,14198602,52000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-31,4.0.0,4.0.3
1164,Clash of Clans,GAME,4,44891723,98000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-07-15,10.322.16,4.1
1165,Candy Crush Saga,GAME,4,22428456,74000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-07,1.129.0.2,4.1
1166,Plants vs. Zombies FREE,GAME,4,4066980,69000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-07,2.2.00,4.1
1167,Cooking Fever,GAME,4,3197865,82000000,100000000,True,0.0,Everyone,Arcade,nan,2018-12-07,2.8.0,4.0.3
1168,Score! Hero,GAME,4,5418675,96000000,100000000,True,0.0,Everyone,Sports,nan,2018-06-13,1.751,4.4
1169,My Talking Angela,GAME,4,9881908,99000000,100000000,True,0.0,Everyone,Casual,nan,2018-03-07,3.7.2.51,4.1
1170,Bubble Shooter,GAME,4,148895,46000000,10000000,True,0.0,Everyone,Casual,nan,2018-07-17,1.20.1,4.0.3
1171,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4,183846,99000000,10000000,True,0.0,Everyone,Action,nan,2018-07-30,1.0.6,4.4
1172,Wordscapes,GAME,4,230710,87000000,10000000,True,0.0,Everyone,Word,nan,2018-02-08,1.0.47,4.1
1173,Word Search,GAME,4,295305,3900000,10000000,True,0.0,Everyone,Word,nan,2018-06-06,1.1.3,3.0
1174,Candy Crush Soda Saga,GAME,4,6198880,67000000,100000000,True,0.0,Everyone,Casual,nan,2018-10-07,1.118.4,4.1
1175,Garena Free Fire,GAME,4,5465624,53000000,100000000,True,0.0,Teen,Action,nan,2018-03-08,1.21.0,4.0.3
1176,Block Puzzle,GAME,4,59854,7800000,5000000,True,0.0,Everyone,Puzzle,nan,2018-06-03,2.9,2.3
1177,Clash Royale,GAME,4,23134775,97000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-27,2.3.2,4.1
1178,Granny,GAME,4,1137271,59000000,50000000,True,0.0,Teen,Arcade,nan,2018-05-29,1.4.0.1,4.0
1179,Angry Birds Rio,GAME,4,2610622,46000000,100000000,True,0.0,Everyone,Arcade,nan,2018-03-07,2.6.9,4.1
1180,Zombie Catchers,GAME,4,990586,75000000,10000000,True,0.0,Everyone,Action,nan,2018-05-24,1.0.27,4.1
1181,Zombie Hunter King,GAME,4,10354,50000000,1000000,True,0.0,Mature 17+,Action,nan,2018-01-08,1.0.8,2.3
1182,Temple Run 2,GAME,4,8118937,62000000,500000000,True,0.0,Everyone,Action,nan,2018-05-07,1.49.1,4.0
1183,Jungle Marble Blast,GAME,4,18985,23000000,5000000,True,0.0,Everyone,Casual,nan,2018-07-23,1.5.4,4.0.3
1184,Rider,GAME,4,655067,72000000,10000000,True,0.0,Teen,Arcade,nan,2017-07-17,1.2.1,4.0.3
1185,Farm Heroes Saga,GAME,4,7614271,70000000,100000000,True,0.0,Everyone,Casual,nan,2018-07-26,5.1.8,2.3
1186,Super Jim Jump - pixel 3d,GAME,4,10434,18000000,1000000,True,0.0,Everyone,Arcade,nan,2018-11-07,2.2.3181,4.0
1187,Roll the Ball® - slide puzzle,GAME,4,1385093,35000000,100000000,True,0.0,Everyone,Puzzle,nan,2018-02-08,1.7.40,4.1
1188,Talking Tom Gold Run,GAME,4,2698348,78000000,100000000,True,0.0,Everyone,Action,nan,2018-07-31,2.8.2.59,4.1
1189,Pixel Art: Color by Number Game,GAME,4,1125017,25000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-07-17,3.9.2,4.3
1190,Dream League Soccer 2018,GAME,4,9882639,74000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-16,5.064,4.4
1191,Angry Birds Classic,GAME,4,5566805,97000000,100000000,True,0.0,Everyone,Arcade,nan,2018-05-24,7.9.3,4.1
1192,Fruits Bomb,GAME,4,74673,17000000,10000000,True,0.0,Everyone,Casual,nan,2018-06-07,3.3.3179,4.0.3
1193,Traffic Racer,GAME,4,5387639,53000000,100000000,True,0.0,Everyone,Racing,nan,2018-02-27,2.5,4.1
1194,Flow Free,GAME,4,1295606,11000000,100000000,True,0.0,Everyone,Puzzle,nan,2018-11-04,4.0,4.1
1195,Knife Hit,GAME,4,461137,60000000,10000000,True,0.0,Everyone,Arcade,nan,2018-05-22,1.7.2,4.0.3
1196,Block Craft 3D: Building Simulator Games For Free,GAME,4,946926,57000000,50000000,True,0.0,Everyone,Simulation,nan,2018-05-03,2.10.2,4.0.3
1197,Farm Fruit Pop: Party Time,GAME,4,9305,14000000,1000000,True,0.0,Everyone,Casual,nan,2018-02-08,1.9.2,4.0.3
1198,ROBLOX,GAME,4,4448791,67000000,100000000,True,0.0,Everyone 10+,Adventure,Action & Adventure,2018-07-31,2.347.225742,4.1
1199,Helix Jump,GAME,4,1498648,33000000,100000000,True,0.0,Everyone,Action,nan,2018-09-04,1.0.6,4.1
1200,Subway Surfers,GAME,4,27724094,76000000,1000000000,True,0.0,Everyone 10+,Arcade,nan,2018-12-07,1.90.0,4.1
1201,Candy Crush Saga,GAME,4,22428456,74000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-07,1.129.0.2,4.1
1202,Love Balls,GAME,4,360630,40000000,50000000,True,0.0,Everyone,Puzzle,nan,2018-07-31,1.2.7,4.1
1203,Granny,GAME,4,1137267,59000000,50000000,True,0.0,Teen,Arcade,nan,2018-05-29,1.4.0.1,4.0
1204,8 Ball Pool,GAME,4,14200344,52000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-31,4.0.0,4.0.3
1205,Hungry Shark Evolution,GAME,4,6074334,100000000,100000000,True,0.0,Teen,Arcade,nan,2018-07-25,6.0.0,4.1
1206,Temple Run 2,GAME,4,8118937,62000000,500000000,True,0.0,Everyone,Action,nan,2018-05-07,1.49.1,4.0
1207,Pokémon GO,GAME,4,10424925,85000000,100000000,True,0.0,Everyone,Adventure,nan,2018-07-23,0.111.3,4.4
1208,Wordscapes,GAME,4,230727,87000000,10000000,True,0.0,Everyone,Word,nan,2018-02-08,1.0.47,4.1
1209,Paint Hit,GAME,4,37023,33000000,10000000,True,0.0,Everyone,Casual,nan,2018-06-07,5.200,5.0
1210,Snake VS Block,GAME,4,422244,32000000,50000000,True,0.0,Teen,Arcade,nan,2018-04-23,1.24,4.1
1211,Rolly Vortex,GAME,4,98123,40000000,10000000,True,0.0,Teen,Arcade,nan,2018-05-25,1.7.0,4.1
1212,Woody Puzzle,GAME,4,21262,29000000,1000000,True,0.0,Everyone,Puzzle,nan,2018-03-08,1.0.9,4.4
1213,Stack Jump,GAME,4,118253,40000000,10000000,True,0.0,Teen,Arcade,nan,2018-03-05,1.4.6,4.1
1214,Color by Number – New Coloring Book,GAME,4,141529,24000000,5000000,True,0.0,Everyone 10+,Board,nan,2018-01-08,2.0.6,4.1
1215,The Cube,GAME,4,70226,38000000,5000000,True,0.0,Everyone,Arcade,nan,2018-07-25,1.2.9,4.1
1216,Extreme Car Driving Simulator,GAME,4,2251012,52000000,100000000,True,0.0,Everyone,Racing,nan,2018-03-05,4.17.2,4.0
1217,The Fish Master!,GAME,4,15763,54000000,1000000,True,0.0,Everyone,Arcade,nan,2018-07-17,1.6,4.1
1218,Color Road,GAME,4,84911,71000000,10000000,True,0.0,Everyone,Arcade,nan,2018-07-19,2.5.0,4.1
1219,Draw In,GAME,4,46416,73000000,10000000,True,0.0,Everyone,Arcade,nan,2018-07-23,1.0.8,4.1
1220,Block Craft 3D: Building Simulator Games For Free,GAME,4,946926,57000000,50000000,True,0.0,Everyone,Simulation,nan,2018-05-03,2.10.2,4.0.3
1221,PLANK!,GAME,4,7196,38000000,500000,True,0.0,Everyone,Arcade,nan,2018-07-17,1.0.2,4.3
1222,Looper!,GAME,4,48256,62000000,1000000,True,0.0,Everyone,Puzzle,nan,2018-07-20,1.2.0,4.1
1223,Trivia Crack,GAME,4,6427773,95000000,100000000,True,0.0,Everyone,Trivia,nan,2018-03-08,2.79.0,4.1
1224,Will it Crush?,GAME,3,25825,16000000,5000000,True,0.0,Everyone,Simulation,nan,2018-05-22,1.3.3,4.4
1225,Tomb of the Mask,GAME,4,55380,39000000,5000000,True,0.0,Everyone,Action,nan,2018-07-24,1.2.1,5.0
1226,Baseball Boy!,GAME,3,148177,78000000,10000000,True,0.0,Everyone,Arcade,nan,2018-07-27,1.7.2,4.1
1227,PUBG MOBILE,GAME,4,3715656,36000000,50000000,True,0.0,Teen,Action,nan,2018-07-24,0.7.0,4.3
1228,Hello Stars,GAME,4,101686,31000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-04-08,1.8.2,4.1
1229,Tank Stars,GAME,4,174755,98000000,10000000,True,0.0,Everyone 10+,Arcade,nan,2018-11-07,1.1.1,5.0
1230,Castle Clash: Heroes of the Empire US,GAME,4,4578476,24000000,50000000,True,0.0,Everyone 10+,Strategy,nan,2018-07-17,1.4.51,4.1
1231,Hole.io,GAME,4,145353,85000000,10000000,True,0.0,Teen,Arcade,nan,2018-07-24,1.3.1,4.1
1232,Helix Jump,GAME,4,1499373,33000000,100000000,True,0.0,Everyone,Action,nan,2018-09-04,1.0.6,4.1
1233,Mini Golf King - Multiplayer Game,GAME,4,531458,100000000,5000000,True,0.0,Everyone,Sports,nan,2018-07-20,3.04.1,4.0.3
1234,PUBG MOBILE,GAME,4,3714270,36000000,50000000,True,0.0,Teen,Action,nan,2018-07-24,0.7.0,4.3
1235,Flip the Gun - Simulator Game,GAME,4,195558,86000000,10000000,True,0.0,Everyone,Arcade,nan,2018-07-26,1.2,5.0
1236,Mad Skills BMX 2,GAME,4,29940,80000000,1000000,True,0.0,Everyone,Action,nan,2018-07-26,1.1.4,4.1
1237,Wordscapes,GAME,4,230727,87000000,10000000,True,0.0,Everyone,Word,nan,2018-02-08,1.0.47,4.1
1238,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4,41975,79000000,1000000,True,0.0,Everyone,Racing,nan,2018-07-19,3.00.11034,5.0
1239,Word Link,GAME,4,216675,30000000,10000000,True,0.0,Everyone,Word,nan,2018-01-08,2.2.7,4.1
1240,Last Day on Earth: Survival,GAME,4,2311785,87000000,10000000,True,0.0,Teen,Action,nan,2018-01-08,1.9.3,4.1
1241,MARVEL Strike Force,GAME,4,165888,91000000,5000000,True,0.0,Teen,Role Playing,nan,2018-07-31,1.4.0,4.4
1242,Partymasters - Fun Idle Game,GAME,4,541144,63000000,10000000,True,0.0,Teen,Arcade,nan,2018-12-07,1.2.5,5.0
1243,Grim Soul: Dark Fantasy Survival,GAME,4,189773,95000000,5000000,True,0.0,Teen,Role Playing,nan,2018-07-18,1.1.1,4.1
1244,DRAGON BALL LEGENDS,GAME,4,337752,48000000,5000000,True,0.0,Teen,Action,nan,2018-03-08,1.11.0,6.0
1245,New YAHTZEE® With Buddies Dice Game,GAME,4,42079,93000000,5000000,True,0.0,Everyone,Board,nan,2018-05-07,5.6.5,4.1
1246,Word Crossy - A crossword game,GAME,4,240416,53000000,5000000,True,0.0,Everyone,Word,nan,2018-01-08,2.2.3,4.0.3
1247,MLB TAP SPORTS BASEBALL 2018,GAME,4,32506,82000000,1000000,True,0.0,Everyone,Sports,nan,2018-06-27,1.2.1,4.2
1248,Hero Hunters,GAME,4,70747,99000000,5000000,True,0.0,Teen,Action,nan,2018-07-31,1.7,4.4
1249,Cooking Madness - A Chef's Restaurant Games,GAME,4,358817,49000000,10000000,True,0.0,Everyone,Arcade,nan,2018-07-30,1.2.2,4.1
1250,Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4,15403,25000000,1000000,True,0.0,Everyone,Casual,nan,2018-02-08,1.8.1,4.1
1251,Merge Dragons!,GAME,4,214777,91000000,5000000,True,0.0,Everyone,Puzzle,nan,2018-07-30,3.6.0,4.1
1252,SHADOWGUN LEGENDS,GAME,4,100609,52000000,1000000,True,0.0,Teen,Action,nan,2018-07-16,0.5.4,6.0
1253,RULES OF SURVIVAL,GAME,4,1343866,56000000,10000000,True,0.0,Teen,Action,nan,2018-01-08,1.180271.184729,4.0
1254,Mafia City,GAME,4,168717,56000000,10000000,True,0.0,Mature 17+,Strategy,nan,2018-03-08,1.3.205,2.3
1255,"Cash, Inc. Money Clicker Game & Business Adventure",GAME,4,549720,85000000,10000000,True,0.0,Everyone,Simulation,nan,2018-07-19,2.1.1.4.0,4.4
1256,Dino War: Rise of Beasts,GAME,4,18996,81000000,1000000,True,0.0,Teen,Strategy,nan,2018-01-08,1.5.2,4.1
1257,Tokyo Ghoul: Dark War,GAME,4,25094,82000000,1000000,True,0.0,Teen,Role Playing,nan,2018-06-07,1.2.0,4.3
1258,Last Shelter: Survival,GAME,4,93033,98000000,5000000,True,0.0,Teen,Strategy,nan,2018-04-08,1.250.078,4.0.3
1259,Guns of Glory,GAME,4,120592,77000000,10000000,True,0.0,Everyone 10+,Strategy,nan,2018-07-31,2.0.2,4.0.3
1260,Lineage 2: Revolution,GAME,4,187972,99000000,5000000,True,0.0,Teen,Role Playing,nan,2018-11-07,1.05.20,4.4
1261,Girls' Frontline,GAME,4,2055,96000000,100000,True,0.0,Teen,Strategy,nan,2018-05-18,2.0081_206,4.0.3
1262,Chapters: Interactive Stories,GAME,4,73539,96000000,1000000,True,0.0,Mature 17+,Role Playing,nan,2018-02-08,1.3.3,4.3
1263,Honkai Impact 3rd,GAME,4,59017,82000000,1000000,True,0.0,Teen,Action,nan,2018-03-07,2.2.1,4.3
1264,Master of Eternity(MOE),GAME,4,5829,70000000,100000,True,0.0,Teen,Strategy,nan,2018-07-26,1.8.2,4.4
1265,The Game of Life,GAME,4,18621,63000000,100000,False,2.99,Everyone,Board,nan,2018-04-07,2.1.2,4.4
1266,Clue,GAME,4,19922,35000000,100000,False,1.99,Everyone 10+,Board,nan,2018-07-30,2.2.5,5.0
1267,The Room: Old Sins,GAME,4,21119,48000000,100000,False,4.99,Everyone,Puzzle,nan,2018-04-18,1.0.1,4.4
1268,The Escapists,GAME,4,7412,84000000,100000,False,4.99,Teen,Strategy,nan,2018-04-26,1.1.0,2.3
1269,RollerCoaster Tycoon® Classic,GAME,4,10795,69000000,100000,False,5.99,Everyone,Simulation,nan,2017-12-21,1.2.1.1712080,4.0.3
1270,Call of Duty:Black Ops Zombies,GAME,4,13004,46000000,100000,False,6.99,Teen,Action,nan,2016-12-20,1.0.11,2.3.3
1271,Star Wars ™: DIRTY,GAME,4,38207,15000000,100000,False,9.99,Teen,Role Playing,nan,2015-10-19,1.0.6,4.1
1272,Monument Valley 2,GAME,4,9394,33000000,100000,False,4.99,Everyone,Puzzle,nan,2017-11-30,1.2.9,4.4
1273,DRAGON BALL LEGENDS,GAME,4,337913,48000000,5000000,True,0.0,Teen,Action,nan,2018-03-08,1.11.0,6.0
1274,ROBLOX,GAME,4,4449882,67000000,100000000,True,0.0,Everyone 10+,Adventure,Action & Adventure,2018-07-31,2.347.225742,4.1
1275,Candy Crush Saga,GAME,4,22429716,74000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-07,1.129.0.2,4.1
1276,Angry Birds 2,GAME,4,3883589,57000000,100000000,True,0.0,Everyone,Casual,nan,2018-07-26,2.21.1,4.1
1277,8 Ball Pool,GAME,4,14200550,52000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-31,4.0.0,4.0.3
1278,Fallout Shelter,GAME,4,2719142,25000000,10000000,True,0.0,Teen,Simulation,nan,2018-11-06,1.13.12,4.1
1279,PUBG MOBILE,GAME,4,3716278,36000000,50000000,True,0.0,Teen,Action,nan,2018-07-24,0.7.0,4.3
1280,The Sims™ FreePlay,GAME,4,931595,31000000,10000000,True,0.0,Teen,Simulation,nan,2018-07-16,5.39.1,4.0.3
1281,MARVEL Strike Force,GAME,4,165928,91000000,5000000,True,0.0,Teen,Role Playing,nan,2018-07-31,1.4.0,4.4
1282,MARVEL Contest of Champions,GAME,4,2468063,92000000,50000000,True,0.0,Teen,Action,nan,2018-07-30,19.1.0,4.0.3
1283,Jurassic World™ Alive,GAME,4,309176,70000000,5000000,True,0.0,Everyone 10+,Simulation,nan,2018-02-08,1.3.15,4.4
1284,Choices: Stories You Play,GAME,4,807338,93000000,10000000,True,0.0,Teen,Simulation,nan,2018-07-30,2.3.5,4.0.3
1285,Solitaire TriPeaks,GAME,4,446434,52000000,10000000,True,0.0,Everyone,Card,nan,2018-01-08,4.6.2.46103,4.0.3
1286,Merge Dragons!,GAME,4,214819,91000000,5000000,True,0.0,Everyone,Puzzle,nan,2018-07-30,3.6.0,4.1
1287,The Walking Dead: Road to Survival,GAME,4,522466,37000000,10000000,True,0.0,Mature 17+,Role Playing,nan,2018-06-19,12.0.4.62276,4.0.3
1288,Hustle Castle: Fantasy Kingdom,GAME,4,584126,64000000,10000000,True,0.0,Everyone 10+,Role Playing,nan,2018-07-27,1.5.4,4.1
1289,Might & Magic: Elemental Guardians,GAME,4,32551,35000000,500000,True,0.0,Mature 17+,Role Playing,nan,2018-12-07,1.93,4.4
1290,Game of Thrones: Conquest™,GAME,4,90218,97000000,1000000,True,0.0,Teen,Strategy,nan,2018-03-08,1.8.225278,6.0
1291,Love Nikki-Dress UP Queen,GAME,4,212524,93000000,5000000,True,0.0,Everyone,Role Playing,nan,2018-07-24,3.0.0,4.0.3
1292,Summoners War,GAME,4,2045554,28000000,50000000,True,0.0,Teen,Role Playing,nan,2018-07-30,4.0.1,4.0.3
1293,FINAL FANTASY BRAVE EXVIUS,GAME,4,745684,83000000,5000000,True,0.0,Teen,Role Playing,nan,2018-07-17,3.0.2,4.0.3
1294,Idle Heroes,GAME,4,416540,99000000,10000000,True,0.0,Everyone 10+,Role Playing,nan,2018-05-30,1.14.0,2.3
1295,Fate/Grand Order (English),GAME,4,16601,55000000,500000,True,0.0,Teen,Role Playing,nan,2018-07-26,1.18.0,4.0
1296,Honkai Impact 3rd,GAME,4,59017,82000000,1000000,True,0.0,Teen,Action,nan,2018-03-07,2.2.1,4.3
1297,Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4,3057481,14000000,50000000,True,0.0,Teen,Strategy,nan,2018-07-26,1.76,2.3
1298,War and Order,GAME,4,224514,81000000,5000000,True,0.0,Teen,Strategy,nan,2018-07-18,1.1.8,4.0.3
1299,Candy Crush Saga,GAME,4,22430188,74000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-07,1.129.0.2,4.1
1300,ROBLOX,GAME,4,4449910,67000000,100000000,True,0.0,Everyone 10+,Adventure,Action & Adventure,2018-07-31,2.347.225742,4.1
1301,8 Ball Pool,GAME,4,14201891,52000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-31,4.0.0,4.0.3
1302,Subway Surfers,GAME,4,27725352,76000000,1000000000,True,0.0,Everyone 10+,Arcade,nan,2018-12-07,1.90.0,4.1
1303,Candy Crush Soda Saga,GAME,4,6199095,67000000,100000000,True,0.0,Everyone,Casual,nan,2018-10-07,1.118.4,4.1
1304,Zombie Hunter King,GAME,4,10493,50000000,1000000,True,0.0,Mature 17+,Action,nan,2018-01-08,1.0.8,2.3
1305,Bubble Shooter,GAME,4,148945,46000000,10000000,True,0.0,Everyone,Casual,nan,2018-07-17,1.20.1,4.0.3
1306,Clash Royale,GAME,4,23136735,97000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-27,2.3.2,4.1
1307,Clash of Clans,GAME,4,44893888,98000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-07-15,10.322.16,4.1
1308,Farm Heroes Saga,GAME,4,7614415,70000000,100000000,True,0.0,Everyone,Casual,nan,2018-07-26,5.1.8,2.3
1309,Plants vs. Zombies FREE,GAME,4,4067651,69000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-07,2.2.00,4.1
1310,Word Search,GAME,4,295576,3900000,10000000,True,0.0,Everyone,Word,nan,2018-06-06,1.1.3,3.0
1311,Block Puzzle,GAME,4,59907,7800000,5000000,True,0.0,Everyone,Puzzle,nan,2018-06-03,2.9,2.3
1312,Super Jim Jump - pixel 3d,GAME,4,10460,18000000,1000000,True,0.0,Everyone,Arcade,nan,2018-11-07,2.2.3181,4.0
1313,Pou,GAME,4,10486018,24000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-25,1.4.77,4.0
1314,Temple Run 2,GAME,4,8119151,62000000,500000000,True,0.0,Everyone,Action,nan,2018-05-07,1.49.1,4.0
1315,Flow Free,GAME,4,1295625,11000000,100000000,True,0.0,Everyone,Puzzle,nan,2018-11-04,4.0,4.1
